customer_id,nombre,apellido,cedula,fecha_nacimiento,email,direccion,telefono,fecha_creacion,estado_cliente,_tipo_error
Cus013,Abraham,Paredes,1331210714,26-11-1991,abraham.paredes@hotmail.com,"Av. Lopez y Pasaje Sanz, Cantabria",0916678911,28/04/2025 22:27:26,Inactivo,
Cus014,Narciso,Lillo,0316939842,17-01-2008,narciso.lillo@gmail.com,"Pasaje Villena y Pasaje Gomila, Albacete",0971059198,04/07/2025 22:27:26,Inactivo,
Cus015,Eustaquio,Alsina,0348905944,05-10-1978,,"Pasaje Jáuregui y Calle Tena, Cádiz",0996566340,26/03/2025 22:27:26,Inactivo,business
Cus016,Emiliana,Garmendia,0221051378,04-01-1964,emiliana.garmendia@gmail.com,"Av. Bravo y Calle Barón, La Coruña",0913046895,18/04/2026 22:27:26,Activo,
Cus017,Narcisa,Céspedes,0515919959,12-10-1999,narcisa.cespedes@gmail.com,"Calle Salvador y Calle Porcel, Jaén",0918461575,13/06/2024 22:27:26,Inactivo,
Cus018,María Dolores,Quesada,2420278364,04-07-2002,mariadolores.quesada@yahoo.com,"Calle Cánovas y Transversal Zaragoza, Asturias",0990904303,18/04/2026 22:27:26,Activo,
Cus019,Miguel Ángel,Ribera,0358984250,20-11-2000,miguelangel.ribera@gmail.com,"Transversal Montoya y Transversal Pastor, Ourense",0997197488,18/04/2026 22:27:26,Activo,
Cus020,Ildefonso,Pou,0646458059,16-07-1939,ildefonso.pou@hotmail.com,"Transversal Abella y Transversal Rey, Santa Cruz de Tenerife",0931858556,21/09/2024 22:27:26,Inactivo,
Cus021,Roberta,Solera,1735420505,29-10-2001,roberta.solera@hotmail.com,"Pasaje Barberá y Transversal Guijarro, Ceuta",0941414103,18/04/2026 22:27:26,Activo,
Cus022,Bernabé,Avilés,0937992113,08-01-1969,bernabe.aviles@gmail.com,"Calle Pellicer y Transversal Luján, León",0979830456,09/10/2024 22:27:26,Inactivo,
Cus023,Nieves,Zorrilla,2223268984,14-03-1947,nieves.zorrilla@hotmail.com,"Transversal Piquer y Av. Baena, Sevilla",0995951683,18/04/2026 22:27:26,Activo,
Cus024,Abigaíl,Pina,1925881425,30-05-1987,abigail.pina@hotmail.com,"Calle Arranz y Calle Pol, Jaén",0918302927,20/08/2025 22:27:26,Inactivo,
Cus025,Bernabé,Blanco,0804651867,23-08-2000,bernabe.blanco@yahoo.com,"Pasaje Larrañaga y Pasaje Bilbao, Jaén",0952235560,18/04/2026 22:27:26,Activo,
Cus026,Nacio,Gimeno,1117362093,21-02-1946,nacio.gimeno@gmail.com,"Transversal Ramos y Av. Mosquera, Sevilla",0964265137,27/04/2024 22:27:26,Inactivo,
Cus027,Bonifacio,Recio,2339716769,22-07-1957,bonifacio.recio@hotmail.com,"Av. Cabezas y Transversal Cerdá, Ávila",0943029225,26/09/2024 22:27:26,Inactivo,
Cus028,Loreto,Alba,1144347158,01-11-2000,loreto.alba@gmail.com,"Pasaje Mercader y Pasaje Lobato, Salamanca",0920969231,15/08/2025 22:27:26,Inactivo,
Cus029,Clara,Nieto,0615651312,08-06-1973,clara.nieto@yahoo.com,"Pasaje Landa y Calle Pizarro, Albacete",0911155179,18/04/2026 22:27:26,Activo,
Cus030,Horacio,Carro,0227905452,11-08-1941,horacio.carro@gmail.com,"Calle Arteaga y Av. Torrijos, Salamanca",0989380191,16/11/2024 22:27:26,Inactivo,
Cus031,Sergio,Nicolau,1801789262,05-02-1949,sergio.nicolau@yahoo.com,"Calle Sainz y Calle Valverde, Cuenca",0921051574,08/07/2025 22:27:26,Inactivo,
Cus032,Lalo,Albero,MCIBA47204,30-06-1996,lalo.albero@yahoo.com,"Pasaje Paniagua y Pasaje Casas, Murcia",0996353920,18/04/2026 22:27:26,Activo,schema
Cus033,Lorenzo,Guzman,1727731778,12-05-1952,lorenzo.guzman@hotmail.com,"Pasaje Bárcena y Transversal Diéguez, Melilla",0987357453,18/04/2026 22:27:26,Activo,
Cus034,María Dolores,Solana,2021652355,01-02-1988,mariadolores.solana@gmail.com,"Av. Berrocal y Calle Vendrell, Huelva",0926373592,22/09/2024 22:27:26,Inactivo,
Cus035,Guillermo,Viña,0955734082,29-12-1959,guillermo.vina@yahoo.com,"Av. Chico y Transversal Revilla, Valladolid",0916552999,18/04/2026 22:27:26,Activo,
Cus036,Renata,Zabala,1248712869,11-09-1978,renata.zabala@yahoo.com,"Transversal Corral y Pasaje Rey, La Coruña",0946443774,04/11/2024 22:27:26,Inactivo,
Cus037,Galo,Jaume,2008228112,27-02-1971,galo.jaume@hotmail.com,"Pasaje Alsina y Calle Pablo, Badajoz",0974936309,05/10/2025 22:27:26,Inactivo,
Cus038,Pili,Gutiérrez,0117992271,14-04-1942,pili.gutierrez@hotmail.com,"Av. Valero y Calle Zamora, Huelva",0998519970,18/02/2025 22:27:26,Inactivo,
Cus039,Eloy,Paz,2406957130,01-08-1939,eloy.paz@gmail.com,"Transversal Nogués y Av. Marin, Cáceres",0920850708,23/04/2024 22:27:26,Inactivo,
Cus040,Caridad,Mascaró,0510823818,02-12-1990,caridad.mascaro@gmail.com,"Pasaje Machado y Calle Talavera, Guipúzcoa",0965327150,26/10/2024 22:27:26,Inactivo,
Cus041,Custodia,Maestre,1104579196,07-06-1940,custodia.maestre@yahoo.com,"Transversal Cabañas y Calle Dávila, Vizcaya",0965384801,18/04/2026 22:27:26,Activo,
Cus042,Custodio,Pozuelo,2301671497,30-11-1972,custodio.pozuelo@yahoo.com,"Calle Lopez y Pasaje Luís, Cádiz",0993709512,18/04/2026 22:27:26,Activo,
Cus043,Pepita,Riera,1439373752,17-07-1976,pepita.riera@yahoo.com,"Av. Clavero y Av. Salom, Jaén",0941605395,18/04/2026 22:27:26,Activo,
Cus044,Esmeralda,Vidal,1228240337,22-07-1944,esmeralda.vidal@hotmail.com,"Transversal Pizarro y Pasaje Cobo, Badajoz",0927985706,29/04/2024 22:27:26,Inactivo,
Cus045,León,Carreño,1533321780,26-12-59,leon.carreno@yahoo.com,"Pasaje Botella y Calle Martorell, Asturias",0931284113,03/09/2025 22:27:26,Inactivo,schema
Cus046,Maricruz,Contreras,1652345065,21-09-1982,maricruz.contreras@gmail.com,"Transversal Esparza y Calle Luz, Alicante",0955306864,04/09/2025 22:27:26,Inactivo,
Cus047,Celestino,Abella,0259960797,06-07-1999,celestino.abella@yahoo.com,"Calle Gómez y Calle Sanabria, Cádiz",0924330537,11/08/2024 22:27:26,Inactivo,
Cus048,Angélica,Vaquero,2452713130,12-03-1942,angelica.vaquero@hotmail.com,"Pasaje Lobato y Pasaje Palau, Segovia",0923638518,28/09/2024 22:27:26,Inactivo,
Cus049,Ignacia,Barbero,0223801713,01-12-1970,ignacia.barbero@yahoo.com,"Pasaje Expósito y Calle Rius, Madrid",0993782914,18/04/2026 22:27:26,Activo,
Cus050,Bibiana,Cantero,0828252379,13-02-1974,bibiana.cantero@hotmail.com,"Transversal Donaire y Calle Solana, Huelva",0976392262,21/07/2024 22:27:26,Inactivo,
Cus051,José,Perera,1730328091,10-04-1983,jose.perera@gmail.com,"Av. Noriega y Pasaje Prats, Girona",0922157398,18/04/2026 22:27:26,Activo,
Cus052,Odalys,Gimeno,0346253834,18-09-2001,odalys.gimeno@gmail.com,"Calle Castells y Av. Abril, León",0981486244,18/01/2025 22:27:26,Inactivo,
Cus053,María Ángeles,León,2126539945,25-04-1951,mariaangeles.leon@yahoo.com,"Pasaje Osorio y Av. Lledó, Ávila",0915112334,18/04/2026 22:27:26,Activo,
Cus054,Celestina,Garriga,0407258789,28-07-1946,celestina.garriga@yahoo.com,"Av. Múgica y Transversal Samper, Ciudad",0942024328,18/04/2026 22:27:26,Activo,
Cus055,Glauco,Rosa,2018547303,09-07-1991,glauco.rosa@hotmail.com,"Pasaje Gomez y Pasaje Romeu, Barcelona",0976415281,22/08/2024 22:27:26,Inactivo,
Cus056,Maite,Mesa,0151587896,04-04-1981,maite.mesa@yahoo.com,"Calle Martorell y Transversal Pedro, Madrid",0971531193,18/04/2026 22:27:26,Activo,
Cus057,Haydée,Villalobos,0249674102,02-05-1998,haydee.villalobos@gmail.com,"Calle Duque y Transversal Soler, Guipúzcoa",0955676333,19/04/2024 22:27:26,Inactivo,
Cus058,Hernando,Niño,1930844780,20-11-1990,hernando.nino@hotmail.com,"Pasaje Julián y Transversal Borrás, Madrid",0935544186,29/09/2024 22:27:26,Inactivo,
Cus059,Ignacio,Seco,0337735930,08-02-1996,ignacio.seco@gmail.com,"Calle Mateu y Av. Durán, Palencia",0928660716,06/03/2025 22:27:26,Inactivo,
Cus060,Teresita,Cuesta,0754306645,13-11-1965,teresita.cuesta@hotmail.com,"Pasaje Dalmau y Pasaje Valera, Ceuta",0924331981,14/01/2025 22:27:26,Inactivo,
Cus061,María Carmen,Macías,0758665582,13-03-1958,mariacarmen.macias@hotmail.com,"Calle Talavera y Pasaje Tomé, Jaén",0954799225,18/04/2026 22:27:26,Activo,
Cus062,Marco,Vaquero,0300665817,22-03-1987,marco.vaquero@hotmail.com,"Calle Riba y Transversal Rosell, Jaén",0985527475,27/01/2025 22:27:26,Inactivo,
Cus063,Juan Francisco,Acuña,2423979935,22-05-1957,juanfrancisco.acuna@yahoo.com,"Transversal Tamayo y Calle Baquero, Ciudad",0927471381,18/04/2026 22:27:26,Activo,
Cus064,Maximino,Zabaleta,1618392169,19-11-1946,maximino.zabaleta@hotmail.com,"Pasaje Ureña y Pasaje Rivas, Valencia",0910997403,02/02/2025 22:27:26,Inactivo,
Cus065,Onofre,Rosado,1548664281,21-09-2006,onofre.rosado@yahoo.com,"Calle Grau y Transversal Anguita, Ceuta",0977623439,07/05/2024 22:27:26,Inactivo,
Cus066,Samu,Calderon,1008004150,02-09-1977,samu.calderon@hotmail.com,"Calle Anaya y Pasaje Falcó, Santa Cruz de Tenerife",0978583268,18/04/2026 22:27:26,Activo,
Cus067,Encarna,Pinto,1729541811,18-12-1987,encarna.pinto@yahoo.com,"Transversal Salamanca y Calle Guerra, Navarra",0985775781,18/07/2025 22:27:26,Inactivo,
Cus068,Angelita,Soria,2454031044,18-10-1946,angelita.soria@yahoo.com,"Pasaje Gargallo y Calle Chico, Vizcaya",0939916775,27/02/2025 22:27:26,Inactivo,
Cus069,Jacobo,Carnero,2045969793,24-03-1957,jacobo.carnero@yahoo.com,"Calle Monreal y Transversal Morata, Santa Cruz de Tenerife",0995211144,18/04/2026 22:27:26,Activo,
Cus070,Calixta,Castrillo,2442177230,04-08-1987,calixta.castrillo@yahoo.com,"Pasaje López y Transversal Castañeda, Palencia",0974989999,18/04/2026 22:27:26,Activo,
Cus071,Laura,Sedano,2033971595,12-01-1981,laura.sedano@yahoo.com,"Transversal Cabo y Transversal Leiva, Álava",0940894627,26/09/2024 22:27:26,Inactivo,
Cus072,Isa,Navarro,1842531558,30-11-2007,isa.navarro@hotmail.com,"Transversal Gómez y Transversal Bautista, Alicante",0995407284,22/01/2025 22:27:26,Inactivo,
Cus073,Roque,Olivera,1325205373,12-05-1964,roque.olivera@gmail.com,"Calle Cerdán y Pasaje Posada, Tarragona",0994971794,18/04/2026 22:27:26,Activo,
Cus001,Corona,Díaz,1513239028,22-03-1947,corona.diaz@hotmail.com,"Calle Pizarro y Pasaje Blázquez, Segovia",0967908109,14/08/2024 22:27:26,Inactivo,dup
Cus075,Álvaro,Morera,0800407843,25-10-1941,alvaro.morera@hotmail.com,"Av. Pereira y Transversal Somoza, Palencia",0939514927,24/02/2025 22:27:26,Inactivo,
Cus076,Florencio,Nebot,0930694252,23-07-1961,florencio.nebot@gmail.com,"Av. Vergara y Calle Llano, Cáceres",0943630981,04/07/2025 22:27:26,Inactivo,
Cus077,Chelo,Vega,1917417592,18-05-1941,chelo.vega@gmail.com,"Transversal Valenciano y Calle Duran, Ceuta",0948093326,22/10/2024 22:27:26,Inactivo,
Cus078,Noelia,Morell,0845124338,01-02-1989,noelia.morell@gmail.com,"Calle Alcalde y Pasaje Silva, León",0940110870,08/01/2025 22:27:26,Inactivo,
Cus079,Primitiva,Patiño,1905699532,05-04-1985,primitiva.patino@hotmail.com,"Pasaje Aller y Pasaje Carrillo, Cantabria",0913499655,18/04/2026 22:27:26,Activo,
Cus080,Moreno,Niño,1401183577,19-12-1966,moreno.nino@hotmail.com,"Pasaje Osuna y Calle Leal, Castellón",0925550193,18/04/2026 22:27:26,Activo,
Cus081,Angelino,Tejada,2024800803,12-03-1941,angelino.tejada@gmail.com,"Av. Gargallo y Pasaje Niño, Pontevedra",0982815540,03/06/2024 22:27:26,Inactivo,
Cus082,Gema,Cabañas,2425407539,11-12-2007,gema.cabanas@hotmail.com,"Pasaje Giner y Calle Salvà, Burgos",0919014465,18/04/2026 22:27:26,Activo,
Cus083,Bibiana,Girón,1604792695,13-02-2004,bibiana.giron@gmail.com,"Transversal Morata y Pasaje Requena, Barcelona",0927995684,18/04/2026 22:27:26,Activo,
Cus084,Jennifer,Higueras,1411129370,17-03-1973,jennifer.higueras@hotmail.com,"Av. Pascual y Calle Moraleda, Cádiz",0991318233,18/04/2026 22:27:26,Activo,
Cus085,Berta,Álvarez,0303123608,18-07-1992,berta.alvarez@yahoo.com,"Transversal Ferrán y Pasaje Escamilla, Ceuta",0985015387,22/07/2025 22:27:26,Inactivo,
Cus086,Bárbara,Clavero,0319306213,15-04-1973,barbara.clavero@gmail.com,"Calle Baquero y Pasaje Murillo, Madrid",0935108503,24/06/2024 22:27:26,Inactivo,
Cus087,Montserrat,Cáceres,0834132060,10-06-1993,montserrat.caceres@yahoo.com,"Av. Téllez y Transversal Cervantes, Madrid",0982483346,05/10/2025 22:27:26,Inactivo,
Cus088,María,Salinas,2144963127,15-07-1961,maria.salinas@yahoo.com,"Pasaje Conesa y Calle Zamorano, Ciudad",0981723897,18/04/2026 22:27:26,Activo,
Cus089,José Ángel,Iñiguez,1657869986,16-10-1940,joseangel.iniguez@yahoo.com,"Av. Chaparro y Transversal Calderon, Baleares",0916363367,30/03/2025 22:27:26,Inactivo,
Cus090,Xiomara,Ródenas,2027290911,19-05-1941,xiomara.rodenas@gmail.com,"Av. Ramis y Av. Arribas, Almería",0948055496,09/10/2024 22:27:26,Inactivo,
Cus091,Malena,Hidalgo,0619257199,17-03-1979,malena.hidalgo@gmail.com,"Pasaje Alonso y Pasaje Guillen, Zamora",0989703205,18/04/2026 22:27:26,Activo,
Cus092,Anna,Barrio,1033423326,31-12-1989,anna.barrio@hotmail.com,"Av. Figueroa y Transversal Goñi, Zaragoza",0912343668,26/09/2024 22:27:26,Inactivo,
Cus093,Paco,Marin,2156322832,25-09-1977,paco.marin@gmail.com,"Av. Godoy y Av. Llanos, Cáceres",0939650755,18/04/2026 22:27:26,Activo,
Cus094,Fortunato,Font,0306740267,01-11-1994,fortunato.font@hotmail.com,"Calle Salom y Calle Pi, Ourense",0995952440,26/08/2025 22:27:26,Inactivo,
Cus095,Fabián,Gual,1004696173,11-04-1948,fabian.gual@yahoo.com,"Av. Serra y Calle Vargas, Ourense",0942933417,22/08/2024 22:27:26,Inactivo,
Cus096,Ángela,Benitez,2105626127,03-10-1961,angela.benitez@yahoo.com,"Av. Bauzà y Calle Arnaiz, Valladolid",0981458442,21/11/2024 22:27:26,Inactivo,
Cus097,Eutropio,Franch,2051942163,30-04-1941,eutropio.franch@gmail.com,"Calle Planas y Transversal Rivera, Córdoba",0940875075,31/03/2025 22:27:26,Inactivo,
Cus098,Chus,Gelabert,1515663027,25-12-1990,chus.gelabert@gmail.com,"Av. Gibert y Pasaje Sans, Ciudad",0995158068,18/04/2026 22:27:26,Activo,
Cus099,Julieta,García,0604150425,03-07-1937,julieta.garcia@yahoo.com,"Calle Murillo y Pasaje Rebollo, Cáceres",0976001194,06/06/2024 22:27:26,Inactivo,
Cus100,Severo,Borrego,1602532663,29-09-1936,severo.borrego@gmail.com,"Transversal Hoyos y Transversal Requena, Asturias",0969828542,18/04/2026 22:27:26,Activo,
Cus101,Onofre,Alarcón,2138486358,28-10-1948,onofre.alarcon@hotmail.com,"Transversal Ortega y Calle Espada, Granada",0944524383,17/05/2025 22:27:26,Inactivo,
Cus102,Leocadio,Ferrera,0816751176,22-10-1995,leocadio.ferrera@gmail.com,"Av. Villalobos y Transversal Ballester, Córdoba",0926034869,28/01/2025 22:27:26,Inactivo,
Cus103,Nerea,Osorio,0151506508,16-11-1971,nerea.osorio@gmail.com,"Av. Calderon y Av. Daza, Cáceres",0918371805,12/09/2025 22:27:26,Inactivo,
Cus104,Valeria,Alcalá,2214148666,06-07-2006,valeria.alcala@hotmail.com,"Av. Rueda y Calle Balaguer, Castellón",0972195787,18/04/2026 22:27:26,Activo,
Cus105,Jose Angel,Blanco,2052546427,11-09-1955,joseangel.blanco@gmail.com,"Calle Guzman y Calle Reguera, Cádiz",0910415198,18/04/2026 22:27:26,Activo,
Cus106,Paola,Pont,1215242056,25-01-2006,paola.pont@gmail.com,"Calle Larrea y Pasaje Carro, Zamora",0964180862,21/12/2024 22:27:26,Inactivo,
Cus107,Aristides,Cáceres,2117188132,05-02-1993,aristides.caceres@yahoo.com,"Calle Vila y Transversal Ocaña, Málaga",0960655670,18/04/2026 22:27:26,Activo,
cus279,Eligia,Villaverde,0404252033,02-07-1956,eligia.villaverde@gmail.com,"Calle Viñas y Calle Casado, Guipúzcoa",0945080026,18/04/2026 22:27:26,Activo,schema
Cus109,Heliodoro,Francisco,2217487608,14-05-1976,heliodoro.francisco@hotmail.com,"Av. Vicens y Transversal Falcón, Granada",0994786264,19/05/2024 22:27:26,Inactivo,
Cus110,Lisandro,Aliaga,2335541856,26-07-2004,lisandro.aliaga@yahoo.com,"Pasaje Garzón y Calle Peralta, Valladolid",0937088963,18/04/2026 22:27:26,Activo,
Cus111,María Jesús,Rico,0916709926,23-10-1973,mariajesus.rico@gmail.com,"Transversal Alba y Av. Castellanos, Albacete",0945023773,18/04/2026 22:27:26,Activo,
Cus112,Simón,Otero,1346261280,19-10-2004,simon.otero@hotmail.com,"Calle Amigó y Transversal Román, Granada",0955029658,18/04/2026 22:27:26,Activo,
Cus113,Enrique,Aguirre,1916305095,07-01-1945,enrique.aguirre@yahoo.com,"Calle Carreras y Transversal Chico, Castellón",0998464815,18/04/2026 22:27:26,Activo,
Cus114,Candelas,Abellán,0622002830,07-09-1960,candelas.abellan@yahoo.com,"Transversal Barrios y Calle Rocha, Cantabria",0965750341,25/08/2024 22:27:26,Inactivo,
Cus115,Ciriaco,Landa,2052448012,07-11-1993,ciriaco.landa@yahoo.com,"Calle Gordillo y Transversal Bernal, Zamora",0921213395,18/04/2026 22:27:26,Activo,
Cus116,Jose Ignacio,Toro,0135732980,19-05-1977,joseignacio.toro@yahoo.com,"Av. Camacho y Pasaje Carrasco, Murcia",0934440196,18/04/2026 22:27:26,Activo,
Cus117,Rosa,Madrigal,1859894865,02-04-1981,rosa.madrigal@gmail.com,"Pasaje Tur y Calle Ríos, Burgos",0918920559,18/04/2026 22:27:26,Activo,
Cus118,Eloísa,Atienza,0545824187,19-05-2004,eloisa.atienza@hotmail.com,"Pasaje Bernad y Pasaje Gascón, Zaragoza",0930548777,18/04/2026 22:27:26,Activo,
Cus119,Fanny,Bernat,0437484777,13-06-1993,fanny.bernat@yahoo.com,"Calle Ballester y Calle Garcés, Melilla",0911867560,18/04/2026 22:27:26,Activo,
Cus120,Marciano,Iglesias,1533389761,05-07-1988,marciano.iglesias@gmail.com,"Calle Cerdá y Calle Salgado, Guadalajara",0921173231,23/08/2025 22:27:26,Inactivo,
Cus121,Gastón,Pera,1817157215,14-02-1987,gaston.pera@yahoo.com,"Transversal Duran y Pasaje Valenciano, Cuenca",0934824988,18/04/2026 22:27:26,Activo,
Cus122,Eligia,Gallo,1701148346,03-06-1984,eligia.gallo@hotmail.com,"Av. Mata y Pasaje Canals, Sevilla",0915742727,16/06/2025 22:27:26,Inactivo,
Cus123,Pepito,Almagro,1424379988,15-05-1981,pepito.almagro@yahoo.com,"Pasaje Iglesias y Transversal Doménech, Jaén",0978077473,18/04/2026 22:27:26,Activo,
Cus124,África,Bejarano,0624843561,28-07-1961,africa.bejarano@hotmail.com,"Av. Ferrán y Transversal Haro, Girona",0955327989,18/04/2026 22:27:26,Activo,
Cus125,Guiomar,Recio,0724236898,03-03-1990,guiomar.recio@gmail.com,"Calle Vega y Transversal Rubio, Valencia",0951424116,18/04/2026 22:27:26,Activo,
Cus126,Marisol,Carro,1039391873,23-04-1938,marisol.carro@gmail.com,"Transversal Arranz y Calle Téllez, Tarragona",0960052108,28/09/2025 22:27:26,Inactivo,
Cus127,Ramón,Ortega,1401105323,10-12-1939,ramon.ortega@gmail.com,"Transversal Sanmartín y Av. Coello, Pontevedra",0911491878,18/04/2026 22:27:26,Activo,
Cus001,Lope,Rocamora,2234098305,04-08-1937,lope.rocamora@hotmail.com,"Transversal Tejero y Av. Castelló, Girona",0966239338,18/04/2026 22:27:26,Activo,dup
Cus129,Miriam,Palau,0358853224,08-01-2006,miriam.palau@yahoo.com,"Transversal Sanz y Pasaje Alarcón, Toledo",0951682468,13/05/2024 22:27:26,Inactivo,
Cus130,Haydée,Fajardo,1511106948,24-07-2007,haydee.fajardo@hotmail.com,"Transversal Marquez y Av. Ricart, Baleares",0928913656,18/04/2026 22:27:26,Activo,
Cus131,Borja,Cabanillas,2311855304,23-05-1989,borja.cabanillas@hotmail.com,"Av. Gomis y Transversal Duque, Badajoz",0918358265,18/04/2026 22:27:26,Activo,
Cus132,Estefanía,Araujo,1420638882,14-10-1990,estefania.araujo@hotmail.com,"Av. Cuenca y Pasaje Múñiz, Vizcaya",0972086603,21/06/2024 22:27:26,Inactivo,
Cus133,Wálter,Cabezas,0110204518,02-03-2001,walter.cabezas@gmail.com,"Av. Pedraza y Calle Becerra, Pontevedra",0975090828,18/04/2026 22:27:26,Activo,
Cus134,Iris,Guijarro,0256095951,31-08-1997,iris.guijarro@gmail.com,"Calle Aguirre y Pasaje Rojas, Zamora",0936625410,01/07/2025 22:27:26,Inactivo,
Cus135,Nereida,Sastre,1850414150,09-01-1979,nereida.sastre@hotmail.com,"Calle Mayol y Av. Mesa, Cuenca",0978101506,26/07/2024 22:27:26,Inactivo,
Cus136,Lupita,Arcos,0808406490,14-11-1988,lupita.arcos@yahoo.com,"Transversal Toro y Av. Ros, Tarragona",0959528914,18/04/2026 22:27:26,Activo,
Cus137,Aurora,Rosselló,0342794120,01-08-1955,aurora.rossello@hotmail.com,"Calle Cánovas y Calle Torralba, Cádiz",0980119986,18/04/2026 22:27:26,Activo,
Cus138,Teresa,Alcázar,2030417915,29-08-2001,teresa.alcazar@hotmail.com,"Calle Landa y Transversal Castellanos, Navarra",0939864555,02/02/2025 22:27:26,Inactivo,
Cus139,Evaristo,Dávila,1138775745,03-03-1937,evaristo.davila@gmail.com,"Pasaje Agustín y Transversal Diéguez, Girona",0982093485,17/04/2025 22:27:26,Inactivo,
Cus140,Jimena,Barón,1827885219,24-08-1963,jimena.baron@yahoo.com,"Pasaje Calzada y Pasaje González, Zaragoza",0990749797,18/04/2026 22:27:26,Activo,
Cus141,Ruth,Díez,1201788260,22-03-1957,ruth.diez@gmail.com,"Pasaje Rebollo y Av. Vera, Guipúzcoa",0946770762,18/04/2026 22:27:26,Activo,
Cus142,Paco,Dominguez,1622588539,17-06-1983,paco.dominguez@gmail.com,"Pasaje Tamarit y Calle Llamas, Castellón",0941687842,27/09/2025 22:27:26,Inactivo,
Cus143,Ernesto,Borrás,2220006908,14-01-1944,ernesto.borras@hotmail.com,"Calle Cuervo y Calle Baró, Valencia",0938810371,06/08/2025 22:27:26,Inactivo,
Cus144,Borja,Alegria,1834828871,14-08-1941,borja.alegria@hotmail.com,"Transversal Barrio y Av. Sáenz, Guipúzcoa",0977870161,01/04/2025 22:27:26,Inactivo,
Cus145,Hipólito,Villalba,1637804194,27-05-1941,hipolito.villalba@gmail.com,"Av. Pastor y Calle Ferrer, Huesca",0915855220,11/03/2025 22:27:26,Inactivo,
Cus146,Anselma,Amaya,1732125974,23-08-1945,anselma.amaya@hotmail.com,"Pasaje Bauzà y Pasaje Mayol, Madrid",0939052578,26/04/2025 22:27:26,Inactivo,
Cus147,Vasco,Guardiola,1633986755,19-12-1960,vasco.guardiola@hotmail.com,"Av. Poza y Pasaje Puig, Almería",0966735974,21/05/2025 22:27:26,Inactivo,
Cus148,Bonifacio,Lloret,0100153055,27-04-2002,bonifacio.lloret@gmail.com,"Pasaje Casanovas y Pasaje Lasa, Barcelona",0953646043,07/06/2025 22:27:26,Inactivo,
Cus149,Nerea,Torrecilla,1717777088,15-05-1966,nerea.torrecilla@hotmail.com,"Calle Terrón y Pasaje Sainz, La Coruña",0965831800,07/10/2025 22:27:26,Inactivo,
Cus150,Otilia,Dueñas,1614819140,04-04-2002,otilia.duenas@yahoo.com,"Av. Rozas y Calle Herranz, Castellón",0933198003,23/06/2025 22:27:26,Inactivo,
Cus151,Eulalia,Laguna,0137923116,17-09-1952,eulalia.laguna@hotmail.com,"Av. Jordán y Calle Barco, Santa Cruz de Tenerife",435562,30/06/2025 22:27:26,Inactivo,schema
Cus152,Tomasa,Morillo,0251393765,10-05-1939,tomasa.morillo@yahoo.com,"Transversal Alcántara y Av. Morera, Cantabria",0929624195,22/08/2025 22:27:26,Inactivo,
Cus153,Evita,Camps,1218759932,27-04-1961,evita.camps@hotmail.com,"Transversal Talavera y Calle Río, Tarragona",0933545727,07/08/2025 22:27:26,Inactivo,
