customer_id,nombre,apellido,cedula,fecha_nacimiento,email,direccion,telefono,fecha_creacion,estado_cliente,_tipo_error
Cus058,Hernando,Niño,0412070757,20-11-1990,hernando.nino@hotmail.com,"Pasaje Julián y Transversal Borrás, Madrid",0935544186,29/09/2024 17:35:09,Inactivo,
Cus059,Ignacio,Seco,0546978669,08-02-1996,ignacio.seco@gmail.com,"Calle Mateu y Av. Durán, Palencia",0928660716,06/03/2025 17:35:09,Inactivo,
Cus060,Teresita,Cuesta,0523629376,13-11-1965,teresita.cuesta@hotmail.com,"Pasaje Dalmau y Pasaje Valera, Ceuta",0924331981,14/01/2025 17:35:09,Inactivo,
Cus061,María Carmen,Macías,0942729658,13-03-1958,mariacarmen.macias@hotmail.com,"Calle Talavera y Pasaje Tomé, Jaén",0954799225,18/04/2026 17:35:09,Activo,
Cus062,Marco,Vaquero,1636656215,22-03-1987,marco.vaquero@hotmail.com,"Calle Riba y Transversal Rosell, Jaén",0985527475,27/01/2025 17:35:09,Inactivo,
Cus063,Juan Francisco,Acuña,2342358161,22-05-1957,juanfrancisco.acuna@yahoo.com,"Transversal Tamayo y Calle Baquero, Ciudad",0927471381,18/04/2026 17:35:09,Activo,
Cus064,Maximino,Zabaleta,1717998635,19-11-1946,maximino.zabaleta@hotmail.com,"Pasaje Ureña y Pasaje Rivas, Valencia",0910997403,02/02/2025 17:35:09,Inactivo,
Cus065,Onofre,Rosado,0117539270,21-09-2006,onofre.rosado@yahoo.com,"Calle Grau y Transversal Anguita, Ceuta",0977623439,07/05/2024 17:35:09,Inactivo,
Cus066,Samu,Calderon,1531303525,02-09-1977,samu.calderon@hotmail.com,"Calle Anaya y Pasaje Falcó, Santa Cruz de Tenerife",0978583268,18/04/2026 17:35:09,Activo,
Cus067,Encarna,Pinto,0424451433,18-12-1987,encarna.pinto@yahoo.com,"Transversal Salamanca y Calle Guerra, Navarra",0985775781,18/07/2025 17:35:09,Inactivo,
Cus068,Angelita,Soria,1912602453,18-10-1946,angelita.soria@yahoo.com,"Pasaje Gargallo y Calle Chico, Vizcaya",0939916775,27/02/2025 17:35:09,Inactivo,
Cus069,Jacobo,Carnero,1646249662,24-03-1957,jacobo.carnero@yahoo.com,"Calle Monreal y Transversal Morata, Santa Cruz de Tenerife",0995211144,18/04/2026 17:35:09,Activo,
Cus070,Calixta,Castrillo,0259130243,04-08-1987,calixta.castrillo@yahoo.com,"Pasaje López y Transversal Castañeda, Palencia",0974989999,18/04/2026 17:35:09,Activo,
Cus071,Laura,Sedano,0632689477,12-01-1981,laura.sedano@yahoo.com,"Transversal Cabo y Transversal Leiva, Álava",0940894627,26/09/2024 17:35:09,Inactivo,
Cus072,Isa,Navarro,1303494031,30-11-2007,isa.navarro@hotmail.com,"Transversal Gómez y Transversal Bautista, Alicante",0995407284,22/01/2025 17:35:09,Inactivo,
Cus073,Roque,Olivera,2236406084,12-05-1964,roque.olivera@gmail.com,"Calle Cerdán y Pasaje Posada, Tarragona",0994971794,18/04/2026 17:35:09,Activo,
Cus001,Corona,Díaz,0116179466,22-03-1947,corona.diaz@hotmail.com,"Calle Pizarro y Pasaje Blázquez, Segovia",0967908109,14/08/2024 17:35:09,Inactivo,dup
Cus075,Álvaro,Morera,1805436381,25-10-1941,alvaro.morera@hotmail.com,"Av. Pereira y Transversal Somoza, Palencia",0939514927,24/02/2025 17:35:09,Inactivo,
Cus076,Florencio,Nebot,0304269376,23-07-1961,florencio.nebot@gmail.com,"Av. Vergara y Calle Llano, Cáceres",0943630981,04/07/2025 17:35:09,Inactivo,
Cus077,Chelo,Vega,0546802166,18-05-1941,chelo.vega@gmail.com,"Transversal Valenciano y Calle Duran, Ceuta",0948093326,22/10/2024 17:35:09,Inactivo,
Cus078,Noelia,Morell,2011065030,01-02-1989,noelia.morell@gmail.com,"Calle Alcalde y Pasaje Silva, León",0940110870,08/01/2025 17:35:09,Inactivo,
Cus079,Primitiva,Patiño,1054903594,05-04-1985,primitiva.patino@hotmail.com,"Pasaje Aller y Pasaje Carrillo, Cantabria",0913499655,18/04/2026 17:35:09,Activo,
Cus080,Moreno,Niño,1146516933,19-12-1966,moreno.nino@hotmail.com,"Pasaje Osuna y Calle Leal, Castellón",0925550193,18/04/2026 17:35:09,Activo,
Cus081,Angelino,Tejada,1052111760,12-03-1941,angelino.tejada@gmail.com,"Av. Gargallo y Pasaje Niño, Pontevedra",0982815540,03/06/2024 17:35:09,Inactivo,
Cus082,Gema,Cabañas,2109409405,11-12-2007,gema.cabanas@hotmail.com,"Pasaje Giner y Calle Salvà, Burgos",0919014465,18/04/2026 17:35:09,Activo,
Cus083,Bibiana,Girón,0958757775,13-02-2004,bibiana.giron@gmail.com,"Transversal Morata y Pasaje Requena, Barcelona",0927995684,18/04/2026 17:35:09,Activo,
Cus084,Jennifer,Higueras,0233048164,17-03-1973,jennifer.higueras@hotmail.com,"Av. Pascual y Calle Moraleda, Cádiz",0991318233,18/04/2026 17:35:09,Activo,
Cus085,Berta,Álvarez,0952351526,18-07-1992,berta.alvarez@yahoo.com,"Transversal Ferrán y Pasaje Escamilla, Ceuta",0985015387,22/07/2025 17:35:09,Inactivo,
Cus086,Bárbara,Clavero,1241945573,15-04-1973,barbara.clavero@gmail.com,"Calle Baquero y Pasaje Murillo, Madrid",0935108503,24/06/2024 17:35:09,Inactivo,
Cus087,Montserrat,Cáceres,0915095079,10-06-1993,montserrat.caceres@yahoo.com,"Av. Téllez y Transversal Cervantes, Madrid",0982483346,05/10/2025 17:35:09,Inactivo,
Cus088,María,Salinas,1722290663,15-07-1961,maria.salinas@yahoo.com,"Pasaje Conesa y Calle Zamorano, Ciudad",0981723897,18/04/2026 17:35:09,Activo,
Cus089,José Ángel,Iñiguez,0225275593,16-10-1940,joseangel.iniguez@yahoo.com,"Av. Chaparro y Transversal Calderon, Baleares",0916363367,30/03/2025 17:35:09,Inactivo,
Cus090,Xiomara,Ródenas,1245968803,19-05-1941,xiomara.rodenas@gmail.com,"Av. Ramis y Av. Arribas, Almería",0948055496,09/10/2024 17:35:09,Inactivo,
Cus091,Malena,Hidalgo,1131075770,17-03-1979,malena.hidalgo@gmail.com,"Pasaje Alonso y Pasaje Guillen, Zamora",0989703205,18/04/2026 17:35:09,Activo,
Cus092,Anna,Barrio,0236986402,31-12-1989,anna.barrio@hotmail.com,"Av. Figueroa y Transversal Goñi, Zaragoza",0912343668,26/09/2024 17:35:09,Inactivo,
Cus093,Paco,Marin,2203134370,25-09-1977,paco.marin@gmail.com,"Av. Godoy y Av. Llanos, Cáceres",0939650755,18/04/2026 17:35:09,Activo,
Cus094,Fortunato,Font,2043018213,01-11-1994,fortunato.font@hotmail.com,"Calle Salom y Calle Pi, Ourense",0995952440,26/08/2025 17:35:09,Inactivo,
Cus095,Fabián,Gual,1921812846,11-04-1948,fabian.gual@yahoo.com,"Av. Serra y Calle Vargas, Ourense",0942933417,22/08/2024 17:35:09,Inactivo,
Cus096,Ángela,Benitez,1636895805,03-10-1961,angela.benitez@yahoo.com,"Av. Bauzà y Calle Arnaiz, Valladolid",0981458442,21/11/2024 17:35:09,Inactivo,
Cus097,Eutropio,Franch,1855011134,30-04-1941,eutropio.franch@gmail.com,"Calle Planas y Transversal Rivera, Córdoba",0940875075,31/03/2025 17:35:09,Inactivo,
Cus098,Chus,Gelabert,0549655181,25-12-1990,chus.gelabert@gmail.com,"Av. Gibert y Pasaje Sans, Ciudad",0995158068,18/04/2026 17:35:09,Activo,
Cus099,Julieta,García,1000393668,03-07-1937,julieta.garcia@yahoo.com,"Calle Murillo y Pasaje Rebollo, Cáceres",0976001194,06/06/2024 17:35:09,Inactivo,
Cus100,Severo,Borrego,0357523166,29-09-1936,severo.borrego@gmail.com,"Transversal Hoyos y Transversal Requena, Asturias",0969828542,18/04/2026 17:35:09,Activo,
Cus101,Onofre,Alarcón,1612848190,28-10-1948,onofre.alarcon@hotmail.com,"Transversal Ortega y Calle Espada, Granada",0944524383,17/05/2025 17:35:09,Inactivo,
Cus102,Leocadio,Ferrera,0923934533,22-10-1995,leocadio.ferrera@gmail.com,"Av. Villalobos y Transversal Ballester, Córdoba",0926034869,28/01/2025 17:35:09,Inactivo,
Cus103,Nerea,Osorio,2326522634,16-11-1971,nerea.osorio@gmail.com,"Av. Calderon y Av. Daza, Cáceres",0918371805,12/09/2025 17:35:09,Inactivo,
Cus104,Valeria,Alcalá,1714851571,06-07-2006,valeria.alcala@hotmail.com,"Av. Rueda y Calle Balaguer, Castellón",0972195787,18/04/2026 17:35:09,Activo,
Cus105,Jose Angel,Blanco,1343019285,11-09-1955,joseangel.blanco@gmail.com,"Calle Guzman y Calle Reguera, Cádiz",0910415198,18/04/2026 17:35:09,Activo,
Cus106,Paola,Pont,2453706125,25-01-2006,paola.pont@gmail.com,"Calle Larrea y Pasaje Carro, Zamora",0964180862,21/12/2024 17:35:09,Inactivo,
Cus107,Aristides,Cáceres,1752876548,05-02-1993,aristides.caceres@yahoo.com,"Calle Vila y Transversal Ocaña, Málaga",0960655670,18/04/2026 17:35:09,Activo,
cus279,Eligia,Villaverde,1056556069,02-07-1956,eligia.villaverde@gmail.com,"Calle Viñas y Calle Casado, Guipúzcoa",0945080026,18/04/2026 17:35:09,Activo,schema
Cus109,Heliodoro,Francisco,0336328885,14-05-1976,heliodoro.francisco@hotmail.com,"Av. Vicens y Transversal Falcón, Granada",0994786264,19/05/2024 17:35:09,Inactivo,
Cus110,Lisandro,Aliaga,2333834485,26-07-2004,lisandro.aliaga@yahoo.com,"Pasaje Garzón y Calle Peralta, Valladolid",0937088963,18/04/2026 17:35:09,Activo,
Cus111,María Jesús,Rico,2041181500,23-10-1973,mariajesus.rico@gmail.com,"Transversal Alba y Av. Castellanos, Albacete",0945023773,18/04/2026 17:35:09,Activo,
Cus112,Simón,Otero,2402755942,19-10-2004,simon.otero@hotmail.com,"Calle Amigó y Transversal Román, Granada",0955029658,18/04/2026 17:35:09,Activo,
Cus113,Enrique,Aguirre,0634383483,07-01-1945,enrique.aguirre@yahoo.com,"Calle Carreras y Transversal Chico, Castellón",0998464815,18/04/2026 17:35:09,Activo,
Cus114,Candelas,Abellán,0319566956,07-09-1960,candelas.abellan@yahoo.com,"Transversal Barrios y Calle Rocha, Cantabria",0965750341,25/08/2024 17:35:09,Inactivo,
Cus115,Ciriaco,Landa,2027980321,07-11-1993,ciriaco.landa@yahoo.com,"Calle Gordillo y Transversal Bernal, Zamora",0921213395,18/04/2026 17:35:09,Activo,
Cus116,Jose Ignacio,Toro,1410229858,19-05-1977,joseignacio.toro@yahoo.com,"Av. Camacho y Pasaje Carrasco, Murcia",0934440196,18/04/2026 17:35:09,Activo,
Cus117,Rosa,Madrigal,0616106464,02-04-1981,rosa.madrigal@gmail.com,"Pasaje Tur y Calle Ríos, Burgos",0918920559,18/04/2026 17:35:09,Activo,
Cus118,Eloísa,Atienza,1251756449,19-05-2004,eloisa.atienza@hotmail.com,"Pasaje Bernad y Pasaje Gascón, Zaragoza",0930548777,18/04/2026 17:35:09,Activo,
Cus119,Fanny,Bernat,1136315601,13-06-1993,fanny.bernat@yahoo.com,"Calle Ballester y Calle Garcés, Melilla",0911867560,18/04/2026 17:35:09,Activo,
Cus120,Marciano,Iglesias,2354764413,05-07-1988,marciano.iglesias@gmail.com,"Calle Cerdá y Calle Salgado, Guadalajara",0921173231,23/08/2025 17:35:09,Inactivo,
Cus121,Gastón,Pera,0404563926,14-02-1987,gaston.pera@yahoo.com,"Transversal Duran y Pasaje Valenciano, Cuenca",0934824988,18/04/2026 17:35:09,Activo,
Cus122,Eligia,Gallo,1648127965,03-06-1984,eligia.gallo@hotmail.com,"Av. Mata y Pasaje Canals, Sevilla",0915742727,16/06/2025 17:35:09,Inactivo,
Cus123,Pepito,Almagro,1004639223,15-05-1981,pepito.almagro@yahoo.com,"Pasaje Iglesias y Transversal Doménech, Jaén",0978077473,18/04/2026 17:35:09,Activo,
Cus124,África,Bejarano,0645133182,28-07-1961,africa.bejarano@hotmail.com,"Av. Ferrán y Transversal Haro, Girona",0955327989,18/04/2026 17:35:09,Activo,
Cus125,Guiomar,Recio,0342741865,03-03-1990,guiomar.recio@gmail.com,"Calle Vega y Transversal Rubio, Valencia",0951424116,18/04/2026 17:35:09,Activo,
Cus126,Marisol,Carro,0827498924,23-04-1938,marisol.carro@gmail.com,"Transversal Arranz y Calle Téllez, Tarragona",0960052108,28/09/2025 17:35:09,Inactivo,
Cus127,Ramón,Ortega,0705854164,10-12-1939,ramon.ortega@gmail.com,"Transversal Sanmartín y Av. Coello, Pontevedra",0911491878,18/04/2026 17:35:09,Activo,
Cus001,Lope,Rocamora,1438446484,04-08-1937,lope.rocamora@hotmail.com,"Transversal Tejero y Av. Castelló, Girona",0966239338,18/04/2026 17:35:09,Activo,dup
Cus129,Miriam,Palau,0453753048,08-01-2006,miriam.palau@yahoo.com,"Transversal Sanz y Pasaje Alarcón, Toledo",0951682468,13/05/2024 17:35:09,Inactivo,
Cus130,Haydée,Fajardo,1607834841,24-07-2007,haydee.fajardo@hotmail.com,"Transversal Marquez y Av. Ricart, Baleares",0928913656,18/04/2026 17:35:09,Activo,
Cus131,Borja,Cabanillas,2326805682,23-05-1989,borja.cabanillas@hotmail.com,"Av. Gomis y Transversal Duque, Badajoz",0918358265,18/04/2026 17:35:09,Activo,
Cus132,Estefanía,Araujo,0855418638,14-10-1990,estefania.araujo@hotmail.com,"Av. Cuenca y Pasaje Múñiz, Vizcaya",0972086603,21/06/2024 17:35:09,Inactivo,
Cus133,Wálter,Cabezas,0504196288,02-03-2001,walter.cabezas@gmail.com,"Av. Pedraza y Calle Becerra, Pontevedra",0975090828,18/04/2026 17:35:09,Activo,
Cus134,Iris,Guijarro,1001889425,31-08-1997,iris.guijarro@gmail.com,"Calle Aguirre y Pasaje Rojas, Zamora",0936625410,01/07/2025 17:35:09,Inactivo,
Cus135,Nereida,Sastre,0943716126,09-01-1979,nereida.sastre@hotmail.com,"Calle Mayol y Av. Mesa, Cuenca",0978101506,26/07/2024 17:35:09,Inactivo,
Cus136,Lupita,Arcos,2202532376,14-11-1988,lupita.arcos@yahoo.com,"Transversal Toro y Av. Ros, Tarragona",0959528914,18/04/2026 17:35:09,Activo,
Cus137,Aurora,Rosselló,1938451778,01-08-1955,aurora.rossello@hotmail.com,"Calle Cánovas y Calle Torralba, Cádiz",0980119986,18/04/2026 17:35:09,Activo,
Cus138,Teresa,Alcázar,2348841343,29-08-2001,teresa.alcazar@hotmail.com,"Calle Landa y Transversal Castellanos, Navarra",0939864555,02/02/2025 17:35:09,Inactivo,
Cus139,Evaristo,Dávila,0855861969,03-03-1937,evaristo.davila@gmail.com,"Pasaje Agustín y Transversal Diéguez, Girona",0982093485,17/04/2025 17:35:09,Inactivo,
Cus140,Jimena,Barón,0455594481,24-08-1963,jimena.baron@yahoo.com,"Pasaje Calzada y Pasaje González, Zaragoza",0990749797,18/04/2026 17:35:09,Activo,
Cus141,Ruth,Díez,2231217056,22-03-1957,ruth.diez@gmail.com,"Pasaje Rebollo y Av. Vera, Guipúzcoa",0946770762,18/04/2026 17:35:09,Activo,
Cus142,Paco,Dominguez,2349472700,17-06-1983,paco.dominguez@gmail.com,"Pasaje Tamarit y Calle Llamas, Castellón",0941687842,27/09/2025 17:35:09,Inactivo,
Cus143,Ernesto,Borrás,0115567158,14-01-1944,ernesto.borras@hotmail.com,"Calle Cuervo y Calle Baró, Valencia",0938810371,06/08/2025 17:35:09,Inactivo,
Cus144,Borja,Alegria,2443777632,14-08-1941,borja.alegria@hotmail.com,"Transversal Barrio y Av. Sáenz, Guipúzcoa",0977870161,01/04/2025 17:35:09,Inactivo,
Cus145,Hipólito,Villalba,1359838362,27-05-1941,hipolito.villalba@gmail.com,"Av. Pastor y Calle Ferrer, Huesca",0915855220,11/03/2025 17:35:09,Inactivo,
Cus146,Anselma,Amaya,1736518349,23-08-1945,anselma.amaya@hotmail.com,"Pasaje Bauzà y Pasaje Mayol, Madrid",0939052578,26/04/2025 17:35:09,Inactivo,
Cus147,Vasco,Guardiola,0502090137,19-12-1960,vasco.guardiola@hotmail.com,"Av. Poza y Pasaje Puig, Almería",0966735974,21/05/2025 17:35:09,Inactivo,
Cus148,Bonifacio,Lloret,0546350760,27-04-2002,bonifacio.lloret@gmail.com,"Pasaje Casanovas y Pasaje Lasa, Barcelona",0953646043,07/06/2025 17:35:09,Inactivo,
Cus149,Nerea,Torrecilla,1807595838,15-05-1966,nerea.torrecilla@hotmail.com,"Calle Terrón y Pasaje Sainz, La Coruña",0965831800,07/10/2025 17:35:09,Inactivo,
Cus150,Otilia,Dueñas,1958510636,04-04-2002,otilia.duenas@yahoo.com,"Av. Rozas y Calle Herranz, Castellón",0933198003,23/06/2025 17:35:09,Inactivo,
Cus151,Eulalia,Laguna,1515993895,17-09-1952,eulalia.laguna@hotmail.com,"Av. Jordán y Calle Barco, Santa Cruz de Tenerife",435562,30/06/2025 17:35:09,Inactivo,schema
Cus152,Tomasa,Morillo,2420689487,10-05-1939,tomasa.morillo@yahoo.com,"Transversal Alcántara y Av. Morera, Cantabria",0929624195,22/08/2025 17:35:09,Inactivo,
Cus153,Evita,Camps,0705227809,27-04-1961,evita.camps@hotmail.com,"Transversal Talavera y Calle Río, Tarragona",0933545727,07/08/2025 17:35:09,Inactivo,
